id,Lat,Long
5281,-13.64216252,134.5669516
5282,-13.64216252,134.8169516
5283,-13.64216252,135.0669516
5284,-13.64216252,135.3169516
5285,-13.64216252,135.5669516
5286,-13.64216252,135.8169516
5309,-13.64216252,141.5669516
5310,-13.64216252,141.8169516
5311,-13.64216252,142.0669516
5312,-13.64216252,142.3169516
5313,-13.64216252,142.5669516
5314,-13.64216252,142.8169516
5315,-13.64216252,143.0669516
5316,-13.64216252,143.3169516
5547,-13.89216252,129.8169516
5548,-13.89216252,130.0669516
5549,-13.89216252,130.3169516
5550,-13.89216252,130.5669516
5551,-13.89216252,130.8169516
5552,-13.89216252,131.0669516
5553,-13.89216252,131.3169516
5554,-13.89216252,131.5669516
5555,-13.89216252,131.8169516
5556,-13.89216252,132.0669516
5557,-13.89216252,132.3169516
5558,-13.89216252,132.5669516
5559,-13.89216252,132.8169516
5560,-13.89216252,133.0669516
5561,-13.89216252,133.3169516
5562,-13.89216252,133.5669516
5563,-13.89216252,133.8169516
5564,-13.89216252,134.0669516
5565,-13.89216252,134.3169516
5566,-13.89216252,134.5669516
5567,-13.89216252,134.8169516
5568,-13.89216252,135.0669516
5569,-13.89216252,135.3169516
5570,-13.89216252,135.5669516
5571,-13.89216252,135.8169516
5594,-13.89216252,141.5669516
5595,-13.89216252,141.8169516
5596,-13.89216252,142.0669516
5597,-13.89216252,142.3169516
5598,-13.89216252,142.5669516
5599,-13.89216252,142.8169516
5600,-13.89216252,143.0669516
5601,-13.89216252,143.3169516
5602,-13.89216252,143.5669516
5820,-14.14216252,126.8169516
5821,-14.14216252,127.0669516
5822,-14.14216252,127.3169516
5831,-14.14216252,129.5669516
5832,-14.14216252,129.8169516
5833,-14.14216252,130.0669516
5834,-14.14216252,130.3169516
5835,-14.14216252,130.5669516
5836,-14.14216252,130.8169516
5837,-14.14216252,131.0669516
5838,-14.14216252,131.3169516
5839,-14.14216252,131.5669516
5840,-14.14216252,131.8169516
5841,-14.14216252,132.0669516
5842,-14.14216252,132.3169516
5843,-14.14216252,132.5669516
5844,-14.14216252,132.8169516
5845,-14.14216252,133.0669516
5846,-14.14216252,133.3169516
5847,-14.14216252,133.5669516
5848,-14.14216252,133.8169516
5849,-14.14216252,134.0669516
5850,-14.14216252,134.3169516
5851,-14.14216252,134.5669516
5852,-14.14216252,134.8169516
5853,-14.14216252,135.0669516
5854,-14.14216252,135.3169516
5855,-14.14216252,135.5669516
5856,-14.14216252,135.8169516
5880,-14.14216252,141.8169516
5881,-14.14216252,142.0669516
5882,-14.14216252,142.3169516
5883,-14.14216252,142.5669516
5884,-14.14216252,142.8169516
5885,-14.14216252,143.0669516
5886,-14.14216252,143.3169516
5887,-14.14216252,143.5669516
6103,-14.39216252,126.3169516
6104,-14.39216252,126.5669516
6105,-14.39216252,126.8169516
6106,-14.39216252,127.0669516
6107,-14.39216252,127.3169516
6108,-14.39216252,127.5669516
6116,-14.39216252,129.5669516
6117,-14.39216252,129.8169516
6118,-14.39216252,130.0669516
6119,-14.39216252,130.3169516
6120,-14.39216252,130.5669516
6121,-14.39216252,130.8169516
6122,-14.39216252,131.0669516
6123,-14.39216252,131.3169516
6124,-14.39216252,131.5669516
6125,-14.39216252,131.8169516
6126,-14.39216252,132.0669516
6127,-14.39216252,132.3169516
6128,-14.39216252,132.5669516
6129,-14.39216252,132.8169516
6130,-14.39216252,133.0669516
6131,-14.39216252,133.3169516
6132,-14.39216252,133.5669516
6133,-14.39216252,133.8169516
6134,-14.39216252,134.0669516
6135,-14.39216252,134.3169516
6136,-14.39216252,134.5669516
6137,-14.39216252,134.8169516
6138,-14.39216252,135.0669516
6139,-14.39216252,135.3169516
6140,-14.39216252,135.5669516
6164,-14.39216252,141.5669516
6165,-14.39216252,141.8169516
6166,-14.39216252,142.0669516
6167,-14.39216252,142.3169516
6168,-14.39216252,142.5669516
6169,-14.39216252,142.8169516
6170,-14.39216252,143.0669516
6171,-14.39216252,143.3169516
6172,-14.39216252,143.5669516
6175,-14.39216252,144.3169516
6176,-14.39216252,144.5669516
6386,-14.64216252,125.8169516
6387,-14.64216252,126.0669516
6388,-14.64216252,126.3169516
6389,-14.64216252,126.5669516
6390,-14.64216252,126.8169516
6391,-14.64216252,127.0669516
6392,-14.64216252,127.3169516
6393,-14.64216252,127.5669516
6394,-14.64216252,127.8169516
6402,-14.64216252,129.8169516
6403,-14.64216252,130.0669516
6404,-14.64216252,130.3169516
6405,-14.64216252,130.5669516
6406,-14.64216252,130.8169516
6407,-14.64216252,131.0669516
6408,-14.64216252,131.3169516
6409,-14.64216252,131.5669516
6410,-14.64216252,131.8169516
6411,-14.64216252,132.0669516
6412,-14.64216252,132.3169516
6413,-14.64216252,132.5669516
6414,-14.64216252,132.8169516
6415,-14.64216252,133.0669516
6416,-14.64216252,133.3169516
6417,-14.64216252,133.5669516
6418,-14.64216252,133.8169516
6419,-14.64216252,134.0669516
6420,-14.64216252,134.3169516
6421,-14.64216252,134.5669516
6422,-14.64216252,134.8169516
6423,-14.64216252,135.0669516
6424,-14.64216252,135.3169516
6449,-14.64216252,141.5669516
6450,-14.64216252,141.8169516
6451,-14.64216252,142.0669516
6452,-14.64216252,142.3169516
6453,-14.64216252,142.5669516
6454,-14.64216252,142.8169516
6455,-14.64216252,143.0669516
6456,-14.64216252,143.3169516
6457,-14.64216252,143.5669516
6458,-14.64216252,143.8169516
6459,-14.64216252,144.0669516
6460,-14.64216252,144.3169516
6461,-14.64216252,144.5669516
6462,-14.64216252,144.8169516
6670,-14.89216252,125.5669516
6671,-14.89216252,125.8169516
6672,-14.89216252,126.0669516
6673,-14.89216252,126.3169516
6674,-14.89216252,126.5669516
6675,-14.89216252,126.8169516
6676,-14.89216252,127.0669516
6677,-14.89216252,127.3169516
6678,-14.89216252,127.5669516
6679,-14.89216252,127.8169516
6680,-14.89216252,128.0669516
6682,-14.89216252,128.5669516
6687,-14.89216252,129.8169516
6688,-14.89216252,130.0669516
6689,-14.89216252,130.3169516
6690,-14.89216252,130.5669516
6691,-14.89216252,130.8169516
6692,-14.89216252,131.0669516
6693,-14.89216252,131.3169516
6694,-14.89216252,131.5669516
6695,-14.89216252,131.8169516
6696,-14.89216252,132.0669516
6697,-14.89216252,132.3169516
6698,-14.89216252,132.5669516
6699,-14.89216252,132.8169516
6700,-14.89216252,133.0669516
6701,-14.89216252,133.3169516
6702,-14.89216252,133.5669516
6703,-14.89216252,133.8169516
6704,-14.89216252,134.0669516
6705,-14.89216252,134.3169516
6706,-14.89216252,134.5669516
6707,-14.89216252,134.8169516
6708,-14.89216252,135.0669516
6709,-14.89216252,135.3169516
6735,-14.89216252,141.8169516
6736,-14.89216252,142.0669516
6737,-14.89216252,142.3169516
6738,-14.89216252,142.5669516
6739,-14.89216252,142.8169516
6740,-14.89216252,143.0669516
6741,-14.89216252,143.3169516
6742,-14.89216252,143.5669516
6743,-14.89216252,143.8169516
6744,-14.89216252,144.0669516
6745,-14.89216252,144.3169516
6746,-14.89216252,144.5669516
6747,-14.89216252,144.8169516
6748,-14.89216252,145.0669516
6955,-15.14216252,125.5669516
6956,-15.14216252,125.8169516
6957,-15.14216252,126.0669516
6958,-15.14216252,126.3169516
6959,-15.14216252,126.5669516
6960,-15.14216252,126.8169516
6961,-15.14216252,127.0669516
6962,-15.14216252,127.3169516
6963,-15.14216252,127.5669516
6964,-15.14216252,127.8169516
6967,-15.14216252,128.5669516
6968,-15.14216252,128.8169516
6969,-15.14216252,129.0669516
6970,-15.14216252,129.3169516
6971,-15.14216252,129.5669516
6972,-15.14216252,129.8169516
6973,-15.14216252,130.0669516
6974,-15.14216252,130.3169516
6975,-15.14216252,130.5669516
6976,-15.14216252,130.8169516
6977,-15.14216252,131.0669516
6978,-15.14216252,131.3169516
6979,-15.14216252,131.5669516
6980,-15.14216252,131.8169516
6981,-15.14216252,132.0669516
6982,-15.14216252,132.3169516
6983,-15.14216252,132.5669516
6984,-15.14216252,132.8169516
6985,-15.14216252,133.0669516
6986,-15.14216252,133.3169516
6987,-15.14216252,133.5669516
6988,-15.14216252,133.8169516
6989,-15.14216252,134.0669516
6990,-15.14216252,134.3169516
6991,-15.14216252,134.5669516
6992,-15.14216252,134.8169516
6993,-15.14216252,135.0669516
6994,-15.14216252,135.3169516
6995,-15.14216252,135.5669516
7020,-15.14216252,141.8169516
7021,-15.14216252,142.0669516
7022,-15.14216252,142.3169516
7023,-15.14216252,142.5669516
7024,-15.14216252,142.8169516
7025,-15.14216252,143.0669516
7026,-15.14216252,143.3169516
7027,-15.14216252,143.5669516
7028,-15.14216252,143.8169516
7029,-15.14216252,144.0669516
7030,-15.14216252,144.3169516
7031,-15.14216252,144.5669516
7032,-15.14216252,144.8169516
7033,-15.14216252,145.0669516
7237,-15.39216252,124.8169516
7239,-15.39216252,125.3169516
7240,-15.39216252,125.5669516
7241,-15.39216252,125.8169516
7242,-15.39216252,126.0669516
7243,-15.39216252,126.3169516
7244,-15.39216252,126.5669516
7245,-15.39216252,126.8169516
7246,-15.39216252,127.0669516
7247,-15.39216252,127.3169516
7248,-15.39216252,127.5669516
7249,-15.39216252,127.8169516
7250,-15.39216252,128.0669516
7251,-15.39216252,128.3169516
7252,-15.39216252,128.5669516
7253,-15.39216252,128.8169516
7254,-15.39216252,129.0669516
7255,-15.39216252,129.3169516
7256,-15.39216252,129.5669516
7257,-15.39216252,129.8169516
7258,-15.39216252,130.0669516
7259,-15.39216252,130.3169516
7260,-15.39216252,130.5669516
7261,-15.39216252,130.8169516
7262,-15.39216252,131.0669516
7263,-15.39216252,131.3169516
7264,-15.39216252,131.5669516
7265,-15.39216252,131.8169516
7266,-15.39216252,132.0669516
7267,-15.39216252,132.3169516
7268,-15.39216252,132.5669516
7269,-15.39216252,132.8169516
7270,-15.39216252,133.0669516
7271,-15.39216252,133.3169516
7272,-15.39216252,133.5669516
7273,-15.39216252,133.8169516
7274,-15.39216252,134.0669516
7275,-15.39216252,134.3169516
7276,-15.39216252,134.5669516
7277,-15.39216252,134.8169516
7278,-15.39216252,135.0669516
7279,-15.39216252,135.3169516
7280,-15.39216252,135.5669516
7281,-15.39216252,135.8169516
7282,-15.39216252,136.0669516
7304,-15.39216252,141.5669516
7305,-15.39216252,141.8169516
7306,-15.39216252,142.0669516
7307,-15.39216252,142.3169516
7308,-15.39216252,142.5669516
7309,-15.39216252,142.8169516
7310,-15.39216252,143.0669516
7311,-15.39216252,143.3169516
7312,-15.39216252,143.5669516
7313,-15.39216252,143.8169516
7314,-15.39216252,144.0669516
7315,-15.39216252,144.3169516
7316,-15.39216252,144.5669516
7317,-15.39216252,144.8169516
7318,-15.39216252,145.0669516
7521,-15.64216252,124.5669516
7522,-15.64216252,124.8169516
7523,-15.64216252,125.0669516
7524,-15.64216252,125.3169516
7525,-15.64216252,125.5669516
7526,-15.64216252,125.8169516
7527,-15.64216252,126.0669516
7528,-15.64216252,126.3169516
7529,-15.64216252,126.5669516
7530,-15.64216252,126.8169516
7531,-15.64216252,127.0669516
7532,-15.64216252,127.3169516
7533,-15.64216252,127.5669516
7534,-15.64216252,127.8169516
7535,-15.64216252,128.0669516
7536,-15.64216252,128.3169516
7537,-15.64216252,128.5669516
7538,-15.64216252,128.8169516
7539,-15.64216252,129.0669516
7540,-15.64216252,129.3169516
7541,-15.64216252,129.5669516
7542,-15.64216252,129.8169516
7543,-15.64216252,130.0669516
7544,-15.64216252,130.3169516
7545,-15.64216252,130.5669516
7546,-15.64216252,130.8169516
7547,-15.64216252,131.0669516
7548,-15.64216252,131.3169516
7549,-15.64216252,131.5669516
7550,-15.64216252,131.8169516
7551,-15.64216252,132.0669516
7552,-15.64216252,132.3169516
7553,-15.64216252,132.5669516
7554,-15.64216252,132.8169516
7555,-15.64216252,133.0669516
7556,-15.64216252,133.3169516
7557,-15.64216252,133.5669516
7558,-15.64216252,133.8169516
7559,-15.64216252,134.0669516
7560,-15.64216252,134.3169516
7561,-15.64216252,134.5669516
7562,-15.64216252,134.8169516
7563,-15.64216252,135.0669516
7564,-15.64216252,135.3169516
7565,-15.64216252,135.5669516
7566,-15.64216252,135.8169516
7567,-15.64216252,136.0669516
7568,-15.64216252,136.3169516
7589,-15.64216252,141.5669516
7590,-15.64216252,141.8169516
7591,-15.64216252,142.0669516
7592,-15.64216252,142.3169516
7593,-15.64216252,142.5669516
7594,-15.64216252,142.8169516
7595,-15.64216252,143.0669516
7596,-15.64216252,143.3169516
7597,-15.64216252,143.5669516
7598,-15.64216252,143.8169516
7599,-15.64216252,144.0669516
7600,-15.64216252,144.3169516
7601,-15.64216252,144.5669516
7602,-15.64216252,144.8169516
7603,-15.64216252,145.0669516
7807,-15.89216252,124.8169516
7808,-15.89216252,125.0669516
7809,-15.89216252,125.3169516
7810,-15.89216252,125.5669516
7811,-15.89216252,125.8169516
7812,-15.89216252,126.0669516
7813,-15.89216252,126.3169516
7814,-15.89216252,126.5669516
7815,-15.89216252,126.8169516
7816,-15.89216252,127.0669516
7817,-15.89216252,127.3169516
7818,-15.89216252,127.5669516
7819,-15.89216252,127.8169516
7820,-15.89216252,128.0669516
7821,-15.89216252,128.3169516
7822,-15.89216252,128.5669516
7823,-15.89216252,128.8169516
7824,-15.89216252,129.0669516
7825,-15.89216252,129.3169516
7826,-15.89216252,129.5669516
7827,-15.89216252,129.8169516
7828,-15.89216252,130.0669516
7829,-15.89216252,130.3169516
7830,-15.89216252,130.5669516
7831,-15.89216252,130.8169516
7832,-15.89216252,131.0669516
7833,-15.89216252,131.3169516
7834,-15.89216252,131.5669516
7835,-15.89216252,131.8169516
7836,-15.89216252,132.0669516
7837,-15.89216252,132.3169516
7838,-15.89216252,132.5669516
7839,-15.89216252,132.8169516
7840,-15.89216252,133.0669516
7841,-15.89216252,133.3169516
7842,-15.89216252,133.5669516
7843,-15.89216252,133.8169516
7844,-15.89216252,134.0669516
7845,-15.89216252,134.3169516
7846,-15.89216252,134.5669516
7847,-15.89216252,134.8169516
7848,-15.89216252,135.0669516
7849,-15.89216252,135.3169516
7850,-15.89216252,135.5669516
7851,-15.89216252,135.8169516
7852,-15.89216252,136.0669516
7853,-15.89216252,136.3169516
7854,-15.89216252,136.5669516
7874,-15.89216252,141.5669516
7875,-15.89216252,141.8169516
7876,-15.89216252,142.0669516
7877,-15.89216252,142.3169516
7878,-15.89216252,142.5669516
7879,-15.89216252,142.8169516
7880,-15.89216252,143.0669516
7881,-15.89216252,143.3169516
7882,-15.89216252,143.5669516
7883,-15.89216252,143.8169516
7884,-15.89216252,144.0669516
7885,-15.89216252,144.3169516
7886,-15.89216252,144.5669516
7887,-15.89216252,144.8169516
7888,-15.89216252,145.0669516
7889,-15.89216252,145.3169516
8091,-16.14216252,124.5669516
8092,-16.14216252,124.8169516
8093,-16.14216252,125.0669516
8094,-16.14216252,125.3169516
8095,-16.14216252,125.5669516
8096,-16.14216252,125.8169516
8097,-16.14216252,126.0669516
8098,-16.14216252,126.3169516
8099,-16.14216252,126.5669516
8100,-16.14216252,126.8169516
8101,-16.14216252,127.0669516
8102,-16.14216252,127.3169516
8103,-16.14216252,127.5669516
8104,-16.14216252,127.8169516
8105,-16.14216252,128.0669516
8106,-16.14216252,128.3169516
8107,-16.14216252,128.5669516
8108,-16.14216252,128.8169516
8109,-16.14216252,129.0669516
8110,-16.14216252,129.3169516
8111,-16.14216252,129.5669516
8112,-16.14216252,129.8169516
8113,-16.14216252,130.0669516
8114,-16.14216252,130.3169516
8115,-16.14216252,130.5669516
8116,-16.14216252,130.8169516
8117,-16.14216252,131.0669516
8118,-16.14216252,131.3169516
8119,-16.14216252,131.5669516
8120,-16.14216252,131.8169516
8121,-16.14216252,132.0669516
8122,-16.14216252,132.3169516
8123,-16.14216252,132.5669516
8124,-16.14216252,132.8169516
8125,-16.14216252,133.0669516
8126,-16.14216252,133.3169516
8127,-16.14216252,133.5669516
8128,-16.14216252,133.8169516
8129,-16.14216252,134.0669516
8130,-16.14216252,134.3169516
8131,-16.14216252,134.5669516
8132,-16.14216252,134.8169516
8133,-16.14216252,135.0669516
8134,-16.14216252,135.3169516
8135,-16.14216252,135.5669516
8136,-16.14216252,135.8169516
8137,-16.14216252,136.0669516
8138,-16.14216252,136.3169516
8139,-16.14216252,136.5669516
8140,-16.14216252,136.8169516
8141,-16.14216252,137.0669516
8142,-16.14216252,137.3169516
8159,-16.14216252,141.5669516
8160,-16.14216252,141.8169516
8161,-16.14216252,142.0669516
8162,-16.14216252,142.3169516
8163,-16.14216252,142.5669516
8164,-16.14216252,142.8169516
8165,-16.14216252,143.0669516
8166,-16.14216252,143.3169516
8167,-16.14216252,143.5669516
8168,-16.14216252,143.8169516
8169,-16.14216252,144.0669516
8170,-16.14216252,144.3169516
8171,-16.14216252,144.5669516
8172,-16.14216252,144.8169516
8173,-16.14216252,145.0669516
8174,-16.14216252,145.3169516
8373,-16.39216252,123.8169516
8374,-16.39216252,124.0669516
8377,-16.39216252,124.8169516
8378,-16.39216252,125.0669516
8379,-16.39216252,125.3169516
8380,-16.39216252,125.5669516
8381,-16.39216252,125.8169516
8382,-16.39216252,126.0669516
8383,-16.39216252,126.3169516
8384,-16.39216252,126.5669516
8385,-16.39216252,126.8169516
8386,-16.39216252,127.0669516
8387,-16.39216252,127.3169516
8388,-16.39216252,127.5669516
8389,-16.39216252,127.8169516
8390,-16.39216252,128.0669516
8391,-16.39216252,128.3169516
8392,-16.39216252,128.5669516
8393,-16.39216252,128.8169516
8394,-16.39216252,129.0669516
8395,-16.39216252,129.3169516
8396,-16.39216252,129.5669516
8397,-16.39216252,129.8169516
8398,-16.39216252,130.0669516
8399,-16.39216252,130.3169516
8400,-16.39216252,130.5669516
8401,-16.39216252,130.8169516
8402,-16.39216252,131.0669516
8403,-16.39216252,131.3169516
8404,-16.39216252,131.5669516
8405,-16.39216252,131.8169516
8406,-16.39216252,132.0669516
8407,-16.39216252,132.3169516
8408,-16.39216252,132.5669516
8409,-16.39216252,132.8169516
8410,-16.39216252,133.0669516
8411,-16.39216252,133.3169516
8412,-16.39216252,133.5669516
8413,-16.39216252,133.8169516
8414,-16.39216252,134.0669516
8415,-16.39216252,134.3169516
8416,-16.39216252,134.5669516
8417,-16.39216252,134.8169516
8418,-16.39216252,135.0669516
8419,-16.39216252,135.3169516
8420,-16.39216252,135.5669516
8421,-16.39216252,135.8169516
8422,-16.39216252,136.0669516
8423,-16.39216252,136.3169516
8424,-16.39216252,136.5669516
8425,-16.39216252,136.8169516
8426,-16.39216252,137.0669516
8427,-16.39216252,137.3169516
8428,-16.39216252,137.5669516
8444,-16.39216252,141.5669516
8445,-16.39216252,141.8169516
8446,-16.39216252,142.0669516
8447,-16.39216252,142.3169516
8448,-16.39216252,142.5669516
8449,-16.39216252,142.8169516
8450,-16.39216252,143.0669516
8451,-16.39216252,143.3169516
8452,-16.39216252,143.5669516
8453,-16.39216252,143.8169516
8454,-16.39216252,144.0669516
8455,-16.39216252,144.3169516
8456,-16.39216252,144.5669516
8457,-16.39216252,144.8169516
8458,-16.39216252,145.0669516
8459,-16.39216252,145.3169516
8658,-16.64216252,123.8169516
8659,-16.64216252,124.0669516
8660,-16.64216252,124.3169516
8661,-16.64216252,124.5669516
8662,-16.64216252,124.8169516
8663,-16.64216252,125.0669516
8664,-16.64216252,125.3169516
8665,-16.64216252,125.5669516
8666,-16.64216252,125.8169516
8667,-16.64216252,126.0669516
8668,-16.64216252,126.3169516
8669,-16.64216252,126.5669516
8670,-16.64216252,126.8169516
8671,-16.64216252,127.0669516
8672,-16.64216252,127.3169516
8673,-16.64216252,127.5669516
8674,-16.64216252,127.8169516
8675,-16.64216252,128.0669516
8676,-16.64216252,128.3169516
8677,-16.64216252,128.5669516
8678,-16.64216252,128.8169516
8679,-16.64216252,129.0669516
8680,-16.64216252,129.3169516
8681,-16.64216252,129.5669516
8682,-16.64216252,129.8169516
8683,-16.64216252,130.0669516
8684,-16.64216252,130.3169516
8685,-16.64216252,130.5669516
8686,-16.64216252,130.8169516
8687,-16.64216252,131.0669516
8688,-16.64216252,131.3169516
8689,-16.64216252,131.5669516
8690,-16.64216252,131.8169516
8691,-16.64216252,132.0669516
8692,-16.64216252,132.3169516
8693,-16.64216252,132.5669516
8694,-16.64216252,132.8169516
8695,-16.64216252,133.0669516
8696,-16.64216252,133.3169516
8697,-16.64216252,133.5669516
8698,-16.64216252,133.8169516
8699,-16.64216252,134.0669516
8700,-16.64216252,134.3169516
8701,-16.64216252,134.5669516
8702,-16.64216252,134.8169516
8703,-16.64216252,135.0669516
8704,-16.64216252,135.3169516
8705,-16.64216252,135.5669516
8706,-16.64216252,135.8169516
8707,-16.64216252,136.0669516
8708,-16.64216252,136.3169516
8709,-16.64216252,136.5669516
8710,-16.64216252,136.8169516
8711,-16.64216252,137.0669516
8712,-16.64216252,137.3169516
8713,-16.64216252,137.5669516
8714,-16.64216252,137.8169516
8715,-16.64216252,138.0669516
8728,-16.64216252,141.3169516
8729,-16.64216252,141.5669516
8730,-16.64216252,141.8169516
8731,-16.64216252,142.0669516
8732,-16.64216252,142.3169516
8733,-16.64216252,142.5669516
8734,-16.64216252,142.8169516
8735,-16.64216252,143.0669516
8736,-16.64216252,143.3169516
8737,-16.64216252,143.5669516
8738,-16.64216252,143.8169516
8739,-16.64216252,144.0669516
8740,-16.64216252,144.3169516
8741,-16.64216252,144.5669516
8742,-16.64216252,144.8169516
8743,-16.64216252,145.0669516
